title,link,description,provider
Python и анализ данных для биологов,https://stepik.org/course/50296,"В этом курсе мы затронем те темы дискретной математики, которые необходимы для понимания подходов к анализу научных данных. 

Модули будут последовательно посвящены программированию на языке Python, теории множеств, комбинаторике и теории вероятности, основам статистики и статистическим методам, а также работе с библиотеками языка Python, алгоритмам биоинформатики и методам искусственного интеллекта.

Кроме того, курс включает модуль подготовки к олимпиадам по программированию до регионального уровня включительно.",Stepik
Python и нейронные сети,https://stepik.org/course/67013,"Практическая часть, для дистанционного выполнения курса ""Python и нейронные сети"". Выполнение практического курса обязательно, невыполнение несет за собой возможное отставание в теме. Выполнить все предоставленные задания нужно до 5 апреля 2020 года, последовательность выполнения зависит только от вас.",Stepik
Python и PascalABC.NET для 1-6 классов / БАЗОВЫЙ / Часть №1,https://stepik.org/course/123885,Курс предназначен для первого знакомства учащихся с программированием. Очень плавная и подробная программа курса предусматривает выработку навыков программирования посредством решения большого количества интерактивных тестов и задач. Мы познакомимся с основами программирования на языке Python и PascalABC.NET.,Stepik
Python и PascalABC.NET для 1-6 классов / УГЛУБЛЕННЫЙ / Часть №1,https://stepik.org/course/104700,Курс предназначен для первого знакомства учащихся с программированием. Очень плавная и подробная программа курса предусматривает выработку навыков программирования посредством решения большого количества интерактивных тестов и задач. Мы познакомимся с основами программирования на языке Python и PascalABC.NET.,Stepik
Python на простых примерах,https://stepik.org/course/104355,Первое знакомство с Python. Узнаём как писать простые программы. Набиваем руку на повторении элементарных задачек. Есть много правильных ответов. но ты всегда можешь предложить свой вариант),Stepik
Python от ViZus'a,https://stepik.org/course/108474,"Данный курс представляет собой уроки по python с полными разборами начальных тем, после изучения вы сможете использовать Python для своих целей, а если вы хотите пройти другие курсы - данный курс позволит вам понять основы и легче пройти их!",Stepik
Python повторення,https://stepik.org/course/114396,Курс створений для практичного відточування навичок програмування на Python на простих задачах,Stepik
Python программалау теле,https://stepik.org/course/94361,"Заманча программалау теле Python. 

Беренче татарча Python программалау теленә өйрәтүче курска рәхим итегез!

Әлеге курс сезнең өчен файдалы булуына ышанып калабыз.

Темалар буенча модульләр бирелгән, һәрбер модульда подтемалар һәм соңыннан үткән модуль буенча тест.

КФУ",Stepik
Python программалау тіліне арналған курс,https://stepik.org/course/102992,Python программалау тілі жаңадан үйренушілерге арналған. Курс  бөлімнен тұрады.,Stepik
Python_8Class,https://stepik.org/course/140990,Курс составлен для 8 класса МБОУ СОШ №20. Решение типичных задачек по программированию на языке Python,Stepik
Python_інтенсив,https://stepik.org/course/94221,Інтенсив на 10 занять від перщого коду до ООП.,Stepik
Python_Start,https://stepik.org/course/103523,"Курс основ програмування на Python

6 модулів
",Stepik
Python_Start_Assignments,https://stepik.org/course/92646,"Задачки для группы Python Start. Для решения задач необходимы базовые знания python. Некоторые из задач являются олимпиадными, но основные из них на закрепление пройденного материала, во время курса",Stepik
Python-разработчик,https://stepik.org/course/122813,"Курс для будущих Python-разработчиков. Начинающие смогут изучить язык с самых азов, а продолжающие отточить свои навыки на наших классных задачах.",Stepik
"Python, введение в ИИ",https://stepik.org/course/105197,"Закрепление знаний по логическим операторам, циклам, работа со списками, функциями, кортежами. Подготовка к полугодовому тестированию. Работа с автопроверкой, функции ввода, вывода. ",Stepik
"Python, C++, C, Pascal, Java, Asm, C#, Lua, <<""Hello"" << endl;",https://stepik.org/course/102783,Курс,Stepik
"Python, it-куб первый семестр",https://stepik.org/course/124547,Сборник задач по программированию на языке Python для начальной группы IT куб,Stepik
Python: математика и логика,https://stepik.org/course/100665,Курс предназначен для организации внеурочной деятельности учащихся 7-11 классов средних общеобразовательных учреждений,Stepik
Python: основы и применение,https://stepik.org/course/53873,Python: основы и применение,Stepik
Python: основы и применение,https://stepik.org/course/512,"Курс посвящен базовым принципам языка Python и программирования в целом. Он хорошо подойдет тем, кто уже может писать простейшие программы на Python или тем, кто до этого программировал на других языках.",Stepik
Python: создание ботов на ВК и телеграм,https://stepik.org/course/108506,Курс о создании чат ботов.,Stepik
Python: шествие по граблям,https://stepik.org/course/70128,"Python с азов с вниманием к основам, которые обычно опускают",Stepik
Python: Games with pygame,https://stepik.org/course/90725,"Learn Python by doing... by creating games!
Created: Dec 30, 2020, 4:55:38 PM.",Stepik
Python. Быстрый старт,https://stepik.org/course/116693,"Курс ""Python. Быстрый старт"" познакомит вас с базовыми понятиями и основами языка программирования Python. Вы узнаете о различных типах данных и как с ними работать, разберете что такое циклы и условные конструкции, освоите написание собственных функций и научитесь обрабатывать ошибки, которые могут возникать в работе ваших приложений.






",Stepik
Python. Использование библиотек при решении задач ЕГЭ. 2,https://stepik.org/course/67052,"Разбор задач  из ЕГЭ  по информатике. Работа с большими числами. Ошибки нехватки памяти и времени. Приемы, примеры, задачи для самоконтроля. Используемый язык программирования Питон. Самые распространённые ошибки и самые эффективные функции.",Stepik
Python. Основы веб-разработки с помощью Flask.,https://stepik.org/course/57895,Практические задания по основам программирования на Python. В результате курса вы изучите основы программирования на Python и реализуете свой первый сайт.,Stepik
Python. От простого к сложному.,https://stepik.org/course/75281,"Курс для школьников по изучению языка Python. Решение базовых задач школьного уровня. Изучение в классической последовательности: линейные программы, условный оператор, два вида циклов и массивы.",Stepik
Python. Практика,https://stepik.org/course/85414,"Задания включают основные темы.
Построены от простого к сложному.
Наполнение продолжается...",Stepik
Python. Сборник рецептов.,https://stepik.org/course/122233,"Курс для тех, кто хочет научиться жонглировать питоном, а не душить его.
Вот он курс твоей мечты. Здоровенный курс.",Stepik
Python/C++ Для самых маленьких!!!,https://stepik.org/course/84677,Даже Патриарх Кирилл угарнул с этого курса!,Stepik
Python/C++ Pro,https://stepik.org/course/123760,"Практический материал разработанный специально для учеников онлайн школы WayToA. В курсе собранны задания для отработки пройденного материала.
https://waytoa.ru",Stepik
Python&Django Azərbaycan dilində,https://stepik.org/course/51117,Azərbaycan dilində Python və Django kursu,Stepik
Python3.6 CUValles,https://stepik.org/course/3825,Curso del impartido en el Laboratorio de Software en el Centro Universitario de los Valles de 12 a 2.,Stepik
Pythontest,https://stepik.org/course/798,Test af stepic.,Stepik
python教材课程,https://stepik.org/course/96557,Python教材课程,Stepik
QA About Garage Ringtones App,https://stepik.org/course/172532,"Garage Ringtones refers to a collection of ringtones that are typically associated with garage music, a subgenre of electronic dance music. ",
Quarkus Framework: учебный курс,https://stepik.org/course/109340,"Quarkus Framework - современный Kubernetes-нативный фреймворк для создания enterprise приложений на Java, основанный на спецификации Microprofile. Данный курс содержит уроки и задания по множеству технологий, использующихся в современных бизнес решениях.

Внимание! Курс находится в стадии доработки (новые уроки).",
Quick project - введение в проектную деятельность,https://stepik.org/course/93585,"Курс отлично подходит тем  ребятам, у кого возникли проблемы с основами проектной деятельности (индивидуальный проект) в школе или в высшем учебном заведении",Stepik
Qwerty,https://stepik.org/course/136287,Основы бытовой сантехники..,
R practice,https://stepik.org/course/56652,R practice,
RAEX Sustainability -  Введение в устойчивое развитие & ESG,https://stepik.org/course/85584,"Данный курс поможет широкому кругу участников рынка максимально быстро разобраться с основными терминами повестки устойчивого развития, понять почему эта тема очень важна и ознакомиться с возможными направлениями в рамках повестки устойчивого развития.",
Rainbow six,https://stepik.org/course/47089,Подсказки новичкам каких персонажей лучше выбирать и геймплей.,
Rand Model Designer,https://stepik.org/course/48354,Курс для маленьких мальчиков,
React - Logica,https://stepik.org/course/95672,Ejercicios de Logica en el modulo React,Stepik
Reading exercises Cyrillic: Concept,https://stepik.org/course/10062,Exercises to assist in reading Russian words,
Reading for pleasure: The Adventures of Tom Sawyer,https://stepik.org/course/80873,"Вы не только получите настоящее удовольствие от прочтения рассказа, но и сможете использовать это время с пользой: увеличите словарный запас, улучшите правописание, расширите кругозор, повысите самооценку.",
"Rechnungswesen Grundlagen: (BMNT, OOe + EU LEADER unterstützt)",https://stepik.org/course/18641,"LEADER Projekt: Weiterbildung für Wiedereinsteigerinnen

Rechnungswesen ",
RegExp Contest,https://stepik.org/course/54379,Python for Biology Students course contest.,
"Region Studies, 8 grade",https://stepik.org/course/86735,"Курс регионоведения состоит из четырех модулей: 
Родной Новокузнецк, 
География Кемеровской области,
Культурный потенциал Кузбасса, 
Искусство родного края",
Rellax,https://stepik.org/course/2038,Chatbot,
"reminiscencja cda, oglądaj cały film po polsku",https://stepik.org/course/136001,"Film ""Reminiscence"" jest dość dobrze oceniany przez internautów. Wiele osób pochwala go za intrygujący i nieoczywisty scenariusz, a także za umiejętne połączenie elementów science fiction i filmu noir. Aktorstwo jest również wysoko oceniane, z Hugh Jackman i Rebecca Ferguson jako głównymi graczami.
",Stepik
Remotecamp,https://stepik.org/course/114991,Супер курс,Stepik
Renga Structure,https://stepik.org/course/51781,Тестовый курс. Проверяем базу,
repl.it:  Python для иностранных студентов - 1,https://stepik.org/course/83544,"Начинаем программировать. Функции, переменные, циклы, условные операторы на turtle.

Мало слов. Много рисунков.",Stepik
Reported speech,https://stepik.org/course/73343,Подробный разбор прямой и косвенной речи в английском языке,Stepik
Reproducible Science bits-n-tips,https://stepik.org/course/60000,"В этом курсе я делюсь опытом построения и проведения исследовательской работы. Мы начнем с общей рамки научных и управленческих сложностей, затрудняющих воспроизводимость исследований. Затем рассмотрим факторы, помогающие ее обеспечить: общие ценности, инструменты и онлайн ресурсы для публикации.  Значительная часть инструментов заимствуется из арсенала разработчиков ПО: управление версионированием кода, окружением, тестированием, непрерывная интеграция. Также рассмотрим инструменты, специфические для Data-Science исследований: мониторинг и сравнение качества ML-моделей, версионирование данных. 
Курс находится в стадии бета-тестирования.",Stepik
Reshidovxanbala,https://stepik.org/course/40060,Cooccocux,
Riverdale,https://stepik.org/course/38801,Spend your time with pleasure and learn new things,
roblox,https://stepik.org/course/11124,have fun,
Roblox для детей. Создание игры PUBG,https://stepik.org/course/127304,Мы запускаем серию видеоуроков по созданию игры в жанре Battle Royale — королевская битва в Роблокс. Самая популярная игра в этом жанре — PUBG,
ROBO KIDS КУРС-1,https://stepik.org/course/116219,"Робототехника – одно из самых передовых направлений науки и техники, а образовательная робототехника – это новое междисциплинарное направление обучения детей, интегрирующее знания о физике, мехатронике, технологии, математике, кибернетике и ИКТ, позволяющее вовлечь в процесс инновационного научно-технического творчества учащихся разного возраста. Она направлена на популяризацию научно-технического творчества и повышение престижа инженерных профессий среди молодежи, развитие у молодежи навыков практического ",
Rocketslides вводный тест,https://stepik.org/course/9887,"Этот обучающий тест поможет вам чуть больше вникнуть в процесс работы в рокетслайд, чтобы вам было легче адаптироваться и сразу решать крутые задачи!",
ROMANTICISM: направление в произведении Уильяма Блейка,https://stepik.org/course/97332,"▌Данный курс предлагает вам ознакомление с выдающимся произведением английской литературы Songs of Innocence and of Experience в рамках его определяющего литературного течения - романтизма.
▌Проект рассчитан на то, чтобы обучение английскому языку и литературе способствовало получению ценных знаний и культурному эстетическому приобщению в увлекательном формате: красочном и мультимедийном.
▌Онлайн-курс может использоваться в смешанном обучении (иностранный язык + литература), кроме того, может использоваться факультативом для обучающихся. 

",Stepik
RPG Maker MV основы,https://stepik.org/course/4966,"Знакомство с RPG Maker MV, программой, которая может создавать JRPG игры без особых знаний программирования!",
rr,https://stepik.org/course/2776,rr,
rrt,https://stepik.org/course/1998,rtrt,
RU (level 1),https://stepik.org/course/87426,Русский язык (начальный уровень). Данный курс разработан для моих учеников и является вспомогательным элементом к индивидуальным занятиям по русскому языку.,
Ruby,https://stepik.org/course/3243,Hello world,
Ruby для начинающих,https://stepik.org/course/775,"Курс для тех, кто интересуется основами языка Ruby",
Ruby on Rails,https://stepik.org/course/2284,Learn Ruby on Rails!,
Ruby Sciences Po - Code informatique : développer un site web,https://stepik.org/course/28921,Créer son premier site web avec Ruby et Ruby on Rails.,
rugeyrhqehrdncin,https://stepik.org/course/4808,t4,
Russia for foreigners (русский язык для иностранцев),https://stepik.org/course/72624,It will help you with learning Russian.,
Russia in your hand: cities and sights,https://stepik.org/course/103456,"В рамках курса учащиеся познакомятся с понятием проекта, структурой проекта, основными правилами работы с презентацией Microsoft Office PowerPoint, с правилами создания успешной презентации и создадут свои собственные презентации. ",Stepik
"Russia, China and the U.S. in the Asia-Pacific Region",https://stepik.org/course/50042,"Курс в доступной форме освещает основные проблемы политики и экономики России, США и Китая. Для студентов бакалавриата, магистратуры и всех интересующихся.",
Russian as a foreign language. Conversational course.,https://stepik.org/course/58487,"Русский как иностранный. Разговорный курс русского языка. А1+
Russian as a foreign language. Conversation Russian language course. А1+  ",Stepik
Russian Corporate Law,https://stepik.org/course/137330,"Корпоративное право является одной из основных отраслей права, поскольку оно нацелено на подготовку специалистов широкого профиля, развитие и углубление их общей профессиональной культуры и активное  использование в практической деятельности полученных знаний, особенно для специалистов, готовящих себя к дипломатической и иной зарубежной работе. Целью курса является формирование представления у аудитории об основах корпоративного права, основных понятиях этой сферы и рисках.",Stepik
Russian language for children. Русский язык для детей. РКИ.,https://stepik.org/course/62676,Курс по изучению русского языка для детей билингвов.,Stepik
Rx Java Course,https://stepik.org/course/99210,Rx Java samples,Stepik
Saint Remy De Provence Site Rencontre,https://stepik.org/course/137071,Saint Remy De Provence Site Rencontre Ziwego est enfin à Saint Remy De Provence.,Stepik
Sample Course,https://stepik.org/course/25224,Test,
samruk online,https://stepik.org/course/69985,Бұл курс Қазақстандағы ең маржинальді платформа Самрұқ қазына порталында жұмыс жасауды үйренуге арналып жасалған.,
Samsung DS^2 (2019 Winter),https://stepik.org/course/50882,Samsung DS^2 (2019 Winter),
Satori Formula 21,https://stepik.org/course/53528,"Психологический тренинг-курс позволяет улучшить здоровье, сбросить лишний вес, научиться контролировать собственные мысли.",
Satori Formula 40,https://stepik.org/course/52443,"Психологический тренинг-курс позволяет улучшить здоровье, сбросить лишний вес, научиться контролировать собственные мысли.",
Scala: Продвинутый уровень,https://stepik.org/course/92864,"Это курс для тех, кто желает продолжить изучение Scala, освоить параллельное программирование, систему типов, имплиситы. Подготовиться к дальнейшему изучению Akka и библиотек Scala вроде Cats.",Stepik
Schnelleinstieg in die Java-Softwareentwicklung,https://stepik.org/course/94371,"Prof. Johannes Schildgen, OTH Regensburg",Stepik
SCHOOL DAYS,https://stepik.org/course/74678,"Курс ""School again"" рассчитан на учащихся 3 классов общеобразовательных школ. Курс составлен по модулю 1 ""School again"" программы ""Spotlight 3"" авторов: В. Эванс, В. Г. Апалькова и состоит из трех  уроков. 

В курсе ""School again"" по английскому языку можно познакомиться с лексикой по темам ""Школьные принадлежности"", ""Числительные"", ""Школьные предметы"". Видео файлы дают возможность послушать правильное произношение слов, предусмотрены паузы для самостоятельного произнесения слов вслух.  Если вы не запомнили слова, у вас есть возможность посмотреть видео повторно неограниченное количество раз.

Тренировочные упражнения направлены на закрепление лексических единиц. Перед каждым упражнением дается инструкция по выполнению задания на русском языке. Результат появляется сразу после завершения задания.

Всего 3 урока,  итоговый тест отражает результаты усвоения материала.

Выдача сертификата не предусмотрена.

Желаем Вам удачи!!!",Stepik
School Football,https://stepik.org/course/60110,"В данном курсе мы научимся базовым навыкам футбола(финты,ведение мяча,передачи,тактики,нужную антрибутику для этого спорта).Рассмотрим историю развития футбола,ключевых персон которые навсегда запечатлены в истории футбола.И дальнейшую степень развития.",Stepik
Schwierigkeiten der Übersetzung. Трудности перевода,https://stepik.org/course/92693,"Данный курс предназначен для студентов, обучающихся, учителей немецкого языка, будущих переводчиков, действующих переводчиков, а также всех, кто интересуется переводом часто употребляемых в публичной коммуникации лексических единиц, составляющих своеобразный социально-политический портрет года.",Stepik
Scratch,https://stepik.org/course/57969,Scratch - визуальный язык программирования. С него интересно и легко начать погружение в мир программирования даже детям 8 лет.,Stepik
Scratch,https://stepik.org/course/3017,mediul de programare,
Scratch,https://stepik.org/course/3961,kzbskbfdz fzkjdbnfkjdxz fxd,
SCRATCH - Программирование,https://stepik.org/course/113769,Курс направлен на знакомство с основами программирования в среде Scratch. Эта среда позволяет быстро создавать мультфильмы и интересные игры с графикой и анимацией.,Stepik
Scratch для детей,https://stepik.org/course/95759,"Всем, кто хочет освоить этот необычный инструмент программирования. Увлекательные уроки и упражнения ждут Вас. ",Stepik
Scratch для начинающих,https://stepik.org/course/102201,"Простой и понятный курс для тех кто даже не знает что такое Scratch.
Он познакомит вас со Скретчем


Описание курса Описание курса Описание курса Описание курса Описание курса Описание курса Описание курса Описание курса Описание курса Описание курса
Описание курса Описание курса
Описание курса Описание курса
Описание курса Описание курса
Описание курса Описание курса
Описание курса Описание курса
Описание курса Описание курса
Описание курса Описание курса
Описание курса Описание курса
Описание курса Описание курса
Описание курса Описание курса
",Stepik
Scratch программирование,https://stepik.org/course/114828,"Scratch — это простой, понятный и невероятно веселый язык программирования для детей. В нем нет кодов, которые нужно знать назубок и писать без ошибок. Все, что требуется, — это умение читать и считать.",Stepik
Scratch- для начинающих,https://stepik.org/course/13938,Scratch — визуальная ориентированная среда программирования для обучения школьников младших и средних классов.,
Scratch-программирование,https://stepik.org/course/116659,"Курс по программированию поможет ребенку сделать первые шаги в мире программирования, введет во все подробности и тонкости проектной деятельности. Овладевая навыками программирования, ребенок затрагивает и смежные сферы: логика, вычислительная математика, теория вероятности, а также и другие научные области: география, биология, физика, литература - в зависимости от интересов ребенка и выбора области развития собственного проекта. ",Stepik
Scratch. Новичок.,https://stepik.org/course/121602,Курс создан по материалам курса программирования на визуальном языке Scratch для детей первого года обучения на основе опыта преподавания в клубе RoboMix.,Stepik
Scratch. Хочу шКодить.,https://stepik.org/course/95300,"Scratch позволяет детям выразить себя в компьютерном творчестве. Scratch специально разрабатывался как новая учебная среда для обучения школьников программированию.
Целью курса является пропедевтика программирования, математики, естественных наук среди школьников младших классов. 
Материал рассчитан на самостоятельное изучение школьниками 3-5 классов, имеющими базовые навыки управления компьютером.  Дети должны уметь пользоваться ""мышью"", запускать ярлыки и т.п., а также считать до 480, умножать и делить.",Stepik
SCRATCHER D,https://stepik.org/course/103868,"Scratch  (скрэтч)  –  это  визуальная  объектно-ориентированная  среда  программирования для обучения школьников младших и  средних классов/ Scratch  позволяет  создавать  интерактивные мультимедийные проекты: мультфильмы, игры, симуляторы, модели экспериментов и т.д.",Stepik
Scripter,https://stepik.org/course/52403,Будни скриптера,
scripting,https://stepik.org/course/5298,scripting,
Scripting,https://stepik.org/course/5297,Scripting,
Second Step in NLP,https://stepik.org/course/133963,"Второй из линейки курсов, знакомящих слушателя с областью автоматической обработки текстов. Курс проводится преподавателями онлайн-магистратуры <a href=""https://www.hse.ru/ma/mlds/"" rel=""noopener noreferrer nofollow"">""Машинное обучение и высоконагруженные системы""</a> факультета компьютерных наук Высшей школы экономики",Stepik
Semester 2 - voltijd,https://stepik.org/course/54933,In semester 2 programming en testing leer je object georienteerd te programmeren in Java.,
Shiv Course2,https://stepik.org/course/1473,summary,
SHORT. Методика разработки и применения чек-листов,https://stepik.org/course/4698,"В рамках курса рассказывается о том, что такое чек-листы (проверочные листы), каким образом они разрабатываются органами государственной власти и какой положительный эффект потенциально окажут на совершенствование контрольно-надзорной деятельности",
SHORT. Профилактика нарушений обязательных требований,https://stepik.org/course/4715,В рамках курса освещаются вопросы эффективного применения инструментов профилактики нарушений обязательных требований и работы контрольно-надзорных органов с бизнес-сообществом.,
Sibamex3 framework - Desarrollo de Aplicaciones Java,https://stepik.org/course/46420,Sibamex3 framework - Desarrollo de Aplicaciones Java,Stepik
Sirena Travel,https://stepik.org/course/103549,"Поиск по ближайшим аэропортам — позволяет осуществлять поиск перелетов не только в аэропорт выбранного города, но и в аэропорты соседних городов",
Sisteme de  prezentari electronice,https://stepik.org/course/1219,h,
SKE Python,https://stepik.org/course/15785,Self-study Python course for Kasetsart SKE students.,Stepik
Sketch Up-та 3D модельдеу,https://stepik.org/course/64977,Sketch Up-та 3D модельдеу курсы мектеп оқушыларына арналған,Stepik
Sketch Up. Создаем дом мечты.,https://stepik.org/course/85608,"Каждый обучающийся должен иметь доступ к современному персональному компьютеру, обеспечивающему возможность создания графических объектов. Обязательно наличие на рабочем месте трёхкнопочной компьютерной мыши.
На компьютере должно быть предустановлено свободно распространяемое программное обеспечение –  графический редактор SketchUp, позволяющее отрабатывать навыки трёхмерного моделирования.",Stepik
SketchUp - лабораториялық практикум,https://stepik.org/course/85574,SketchUp-3D модельдеу,Stepik
SkyLearn: Введение в Python-разработку,https://stepik.org/course/128514,"Здесь трудно, но интересно. Учёба занимает 6 месяцев. Много теории, ещё больше практики, люди и методология — всё направлено на то, чтобы вы освоили профессию Python-разработчика с нуля.",Stepik
Skysmart : инфокоммуникативные навыки педагога 21 века,https://stepik.org/course/93020,"Данный курс предназначен  для организации дистанционного обучения  с интерактивной рабочей тетрадью Skysmart 
",
Smart Home,https://stepik.org/course/19646,I  can control  everything in House .,
Smart-логика,https://stepik.org/course/131724,"Данный курс для ребят 5-6 классов, которые хотят получить углубленные знания по предмету математика, находить взаимосвязи математики и реального мира и повышать уровень логического мышления!",
SmartLoc Retail,https://stepik.org/course/114181,Материалы по обучению системы SmartLoc Retail (https://smartloc.ru/products_and_service/smartlocretail/),Stepik
Smolny Computer Science,https://stepik.org/course/28923,"В данном курсе рассматриваются темы, необходимые для успешной сдачи итоговых экзаменов по направлению Компьютерные науки и Искусственный Интеллект на факультете Свободных искусств и наук в СПбГУ",
SnilBot для начинающих (Junior),https://stepik.org/course/121377,"Курс для тех, кто хочет сделать первый шаг к осознанному изучению программирования, в нескучной (игровой форме). ",
Social engineering,https://stepik.org/course/25683,Social engineering,
Social Media Marketing,https://stepik.org/course/49501,"Social Media Marketing Job Purpose: Combines marketing and social media management skills to architect and enhance company social media presences, including interacting with customers, promoting brand-focused interactive and ",
Social networks,https://stepik.org/course/96340,"A social networking service (also social networking site or social media) is an online platform which people use to build social networks or social relationships with other people who share similar personal or career interests, activities, backgrounds or real-life connections. 

Social networking serves as a way to connect individuals with other people and businesses to share information, ideas, and messages. Companies also use social networks to create and increase brand recognition, promote products and services, and to answer customer queries and concerns.",Stepik
Soft skills engineering: путь в будущее,https://stepik.org/course/145493,Курс о «мягких навыках»: что это и как развить,
SoftSkills c Яниной Коноваловой,https://stepik.org/course/69274,"В этом курсе несколько кратких, но ёмких глав из искусства развития мягких навыков, SoftSkills, иначе говоря, навыков для жизни.
Цель курса - сделать так, чтобы у вас во владении оказался рабочий инструмент по управлению своим поведением и мышлением. А значит, по исполнению своих настоящих желаний.",Stepik
Software Training,https://stepik.org/course/1619,"Learning basics of Softwares.Morbi sem erat, molestie ornare nisl mollis, tempor sodales mauris. Cras hendrerit.

Fusce in purus rutrum, tristique metus sed, laoreet mi. Nullam nec mauris in lorem blandit vehicula. Nulla felis lectus, luctus sed accumsan sit amet, posuere id elit. Mauris malesuada vulputate gravida. Nulla placerat mi dolor, ut molestie tortor porttitor ac. Duis leo ipsum, luctus in posuere nec, laoreet ac lectus.

Etiam interdum justo nunc, ac volutpat erat elementum id. Fusce dapibus mauris ac dictum porta. Sed pretium luctus elementum. In sollicitudin felis semper purus imperdiet lobortis. In odio tellus, rhoncus eget dolor in, molestie laoreet lacus. Praesent velit elit, ultrices vitae dictum sed, molestie et eros. Etiam facilisis commodo mi sed sagittis. Mauris nec lobortis magna. Nam eleifend elit eget felis vulputate facilisis. Donec sed nunc diam.

Donec tellus augue, dictum a urna id, adipiscing placerat turpis. Nunc malesuada urna lectus, non condimentum lorem elementum eu. Nulla tincidunt auctor euismod. Vestibulum sit amet diam vel quam viverra sodales. Cras nulla sem, rhoncus eu aliquet sed, placerat quis arcu. Vivamus orci felis, vestibulum bibendum lacus vel, sagittis tempor risus. Nullam vestibulum quis magna rutrum lobortis. Suspendisse eros magna, volutpat quis suscipit vitae, semper id sem.

",
Softwares de matemática online: um breve guia sobre como fuçar,https://stepik.org/course/48361,"Este curso é um breve guia sobre como pesquisar, selecionar e aprendera a usar - rapidamente - softwares matemáticos que sejam disponibilizados de maneira online e gratuita.",
solid works,https://stepik.org/course/4835,"kuerhgzegze ozeugozer gzerujygzo ergjzikero ygzoerzoreuyozer gzre
ruzpoerujhzekrop",
Sony Vegas Pro 13,https://stepik.org/course/50626,"В данном курсе, вы узнаете, какие комбинации горячих клавиш есть в Vegas Pro, и за что они отвечают ",
Sourcelabs Kotlin 101,https://stepik.org/course/91593,"Intermediate Kotlin Course (WIP)
Created: Jan 18, 2021, 9:12:22 PM.",Stepik
SPA сайт на Django Rest Framework и NuxtJS,https://stepik.org/course/82067,"Современная вебразработка это сложный процесс, который включает в себя множество инструментов. Данный курс предназначен для поверхностного взгляда на все эти технологии.",
